InventoryLegSK	CarrierCode	FlightNumber	DepartureAirport	ArrivalAirport	DepartureDateTimeLocal	DepartureDateTimeUTC	ArrivalDateTimeLocal	ArrivalDateTimeUTC	ArrivalCountry	DepartureCountry	RouteGroup	Region	FlightCapacity	FlightStatus
8963630	FR	4032	FAO	LPL	2022-09-14 11:50:00	2022-09-14 10:50:00	2022-09-14 14:40:00	2022-09-14 13:40:00	United Kingdom	Portugal	LEISURE	UK REG LEISURE	189	Cancelled
9869758	FR	6837	VLC	NAP	2022-07-03 20:50:00	2022-07-03 18:50:00	2022-07-03 22:55:00	2022-07-03 20:55:00	Italy	Spain	CITY	ESPT-IT	189	Departed
9843581	FR	6616	MXP	KLX	2022-06-09 05:55:00	2022-06-09 03:55:00	2022-06-09 09:20:00	2022-06-09 06:20:00	Greece	Italy	LEISURE	S EUR LEISURE	189	Departed
9710074	FR	854	VCE	NUE	2022-09-06 11:25:00	2022-09-06 09:25:00	2022-09-06 12:35:00	2022-09-06 10:35:00	Germany	Italy	CITY	DE-FRITIE	189	Departed
10101811	RR	3053	WRO	CFU	2022-07-30 01:30:00	2022-07-29 23:30:00	2022-07-30 04:35:00	2022-07-30 01:35:00	Greece	Poland	LEISURE	CE EUR LEISURE	189	Departed
9708834	FR	8759	VCE	HEL	2022-07-07 16:40:00	2022-07-07 14:40:00	2022-07-07 20:35:00	2022-07-07 17:35:00	Finland	Italy	CITY	SCAN-ESIT	189	Departed
9138208	FR	1147	SKG	BER	2022-07-26 21:05:00	2022-07-26 18:05:00	2022-07-26 22:40:00	2022-07-26 20:40:00	Germany	Greece	LEISURE	DE LEISURE	189	Cancelled
9138883	FR	5184	FKB	PMI	2022-05-22 17:25:00	2022-05-22 15:25:00	2022-05-22 19:20:00	2022-05-22 17:20:00	Spain	Germany	LEISURE	DE LEISURE	189	Departed
9411006	FR	4018	MXP	OPO	2022-05-18 21:30:00	2022-05-18 19:30:00	2022-05-18 23:05:00	2022-05-18 22:05:00	Portugal	Italy	CITY	ESPT-IT	189	Departed
9746135	FR	6183	BRI	MXP	2022-09-25 17:55:00	2022-09-25 15:55:00	2022-09-25 19:30:00	2022-09-25 17:30:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
9561237	FR	1279	MAN	TSF	2022-09-11 07:15:00	2022-09-11 06:15:00	2022-09-11 10:30:00	2022-09-11 08:30:00	Italy	United Kingdom	CITY	UK REG CITY	189	Departed
9795436	FR	4723	BLL	BGY	2022-09-12 22:15:00	2022-09-12 20:15:00	2022-09-13 00:15:00	2022-09-12 22:15:00	Italy	Denmark	CITY	SCAN-ESIT	197	Departed
10093664	FR	3568	DUB	SCQ	2022-06-01 10:20:00	2022-06-01 09:20:00	2022-06-01 13:25:00	2022-06-01 11:25:00	Spain	Ireland	CITY	IE CITY	189	Departed
9176451	FR	9368	BCN	BLQ	2022-06-01 09:55:00	2022-06-01 07:55:00	2022-06-01 11:35:00	2022-06-01 09:35:00	Italy	Spain	CITY	ESPT-IT	189	Departed
8929636	FR	8976	STN	ALC	2022-05-23 19:50:00	2022-05-23 18:50:00	2022-05-23 23:20:00	2022-05-23 21:20:00	Spain	United Kingdom	LEISURE	LON LEISURE	189	Departed
9607713	FR	9751	VIE	BLL	2022-09-25 17:55:00	2022-09-25 15:55:00	2022-09-25 19:45:00	2022-09-25 17:45:00	Denmark	Austria	CITY	SCAN N EUR	180	Departed
9086653	FR	9839	CPH	MAN	2022-04-26 15:05:00	2022-04-26 13:05:00	2022-04-26 16:00:00	2022-04-26 15:00:00	United Kingdom	Denmark	CITY	UK REG CITY	189	Departed
9179006	FR	3205	CIA	MAN	2022-07-04 07:25:00	2022-07-04 05:25:00	2022-07-04 09:10:00	2022-07-04 08:10:00	United Kingdom	Italy	CITY	UK REG CITY	189	Departed
9130137	FR	2314	STN	BTS	2022-07-12 08:10:00	2022-07-12 07:10:00	2022-07-12 11:20:00	2022-07-12 09:20:00	Slovakia	United Kingdom	CITY	LON CITY MULTI	189	Departed
9588552	FR	6692	KIR	DUB	2022-07-29 18:00:00	2022-07-29 17:00:00	2022-07-29 18:55:00	2022-07-29 17:55:00	Ireland	Ireland	DOMESTIC	OTHER DOM	189	Departed
9094337	FR	105	PMI	VIE	2022-09-23 14:10:00	2022-09-23 12:10:00	2022-09-23 16:30:00	2022-09-23 14:30:00	Austria	Spain	LEISURE	DE LEISURE	180	Departed
9457251	FR	7276	OPO	VIE	2022-07-01 09:40:00	2022-07-01 08:40:00	2022-07-01 13:50:00	2022-07-01 11:50:00	Austria	Portugal	CITY	EAST-ESFRIT	189	Departed
9020179	FR	2924	AGP	BRU	2022-04-09 15:05:00	2022-04-09 13:05:00	2022-04-09 17:50:00	2022-04-09 15:50:00	Belgium	Spain	LEISURE	BENLFR LEISURE	189	Departed
9614449	FR	5718	WMI	BLQ	2022-08-08 07:20:00	2022-08-08 05:20:00	2022-08-08 09:25:00	2022-08-08 07:25:00	Italy	Poland	CITY	EAST-ESFRIT	197	Cancelled
9622320	FR	4059	AGP	WMI	2022-08-27 11:10:00	2022-08-27 09:10:00	2022-08-27 15:00:00	2022-08-27 13:00:00	Poland	Spain	LEISURE	CE EUR LEISURE	189	Departed
9516167	FR	1044	PMO	CUF	2022-05-04 16:05:00	2022-05-04 14:05:00	2022-05-04 17:45:00	2022-05-04 15:45:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
8937434	FR	2031	MAD	LPA	2022-08-04 06:40:00	2022-08-04 04:40:00	2022-08-04 08:40:00	2022-08-04 07:40:00	Spain	Spain	DOMESTIC	ES CANARY	189	Departed
9150648	FR	2813	CGN	STN	2022-04-04 06:50:00	2022-04-04 04:50:00	2022-04-04 07:05:00	2022-04-04 06:05:00	United Kingdom	Germany	CITY	LON CITY MULTI	189	Departed
8979453	FR	9893	AGP	LPL	2022-04-27 21:30:00	2022-04-27 19:30:00	2022-04-27 23:25:00	2022-04-27 22:25:00	United Kingdom	Spain	LEISURE	UK REG LEISURE	189	Cancelled
9566498	FR	2563	AGP	TRF	2022-09-02 08:00:00	2022-09-02 06:00:00	2022-09-02 11:55:00	2022-09-02 09:55:00	Norway	Spain	LEISURE	SCAN LEISURE	189	Cancelled
9822728	FR	351	BER	RHO	2022-07-28 14:00:00	2022-07-28 12:00:00	2022-07-28 18:15:00	2022-07-28 15:15:00	Greece	Germany	LEISURE	DE LEISURE	189	Departed
9652797	FR	6617	KLX	MXP	2022-08-16 12:35:00	2022-08-16 09:35:00	2022-08-16 13:55:00	2022-08-16 11:55:00	Italy	Greece	LEISURE	S EUR LEISURE	189	Cancelled
9734770	FR	3067	EIN	MAD	2022-09-30 11:55:00	2022-09-30 09:55:00	2022-09-30 14:20:00	2022-09-30 12:20:00	Spain	Netherlands	CITY	BENL-ESPT	189	Departed
9850797	FR	1327	NAP	CPH	2022-08-07 17:10:00	2022-08-07 15:10:00	2022-08-07 19:55:00	2022-08-07 17:55:00	Denmark	Italy	CITY	SCAN-ESIT	189	Departed
9190724	FR	4872	FCO	CTA	2022-07-23 17:30:00	2022-07-23 15:30:00	2022-07-23 18:45:00	2022-07-23 16:45:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
9136824	FR	8665	PMI	CGN	2022-08-28 08:50:00	2022-08-28 06:50:00	2022-08-28 11:10:00	2022-08-28 09:10:00	Germany	Spain	LEISURE	DE LEISURE	189	Departed
9613108	FR	1829	BVA	PRG	2022-09-26 20:10:00	2022-09-26 18:10:00	2022-09-26 21:55:00	2022-09-26 19:55:00	Czech Republic	France	CITY	EAST-ESFRIT	189	Departed
9895363	FR	1688	HHN	BGY	2022-07-21 21:30:00	2022-07-21 19:30:00	2022-07-21 22:45:00	2022-07-21 20:45:00	Italy	Germany	CITY	DE-FRITIE	189	Departed
9169249	FR	4664	VLC	BGY	2022-09-30 19:10:00	2022-09-30 17:10:00	2022-09-30 21:05:00	2022-09-30 19:05:00	Italy	Spain	CITY	ESPT-IT	197	Departed
9501840	FR	5166	BLQ	TGD	2022-04-01 17:45:00	2022-04-01 15:45:00	2022-04-01 19:10:00	2022-04-01 17:10:00	Montenegro	Italy	LEISURE	S EUR LEISURE	189	Cancelled
9169619	FR	9795	FCO	MRS	2022-06-06 17:15:00	2022-06-06 15:15:00	2022-06-06 18:40:00	2022-06-06 16:40:00	France	Italy	CITY	FR-IT	189	Departed
9195215	FR	4892	CTA	FCO	2022-07-25 17:20:00	2022-07-25 15:20:00	2022-07-25 18:45:00	2022-07-25 16:45:00	Italy	Italy	DOMESTIC	ROM DOM	189	Departed
9140955	FR	166	BER	BRU	2022-05-29 14:35:00	2022-05-29 12:35:00	2022-05-29 16:05:00	2022-05-29 14:05:00	Belgium	Germany	CITY	DE-FRITIE	189	Cancelled
9716614	FR	6193	BRI	VRN	2022-08-07 07:10:00	2022-08-07 05:10:00	2022-08-07 08:30:00	2022-08-07 06:30:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9409494	FR	7472	OPO	EIN	2022-06-14 06:05:00	2022-06-14 05:05:00	2022-06-14 09:35:00	2022-06-14 07:35:00	Netherlands	Portugal	CITY	BENL-ESPT	189	Departed
8997074	FR	2963	BRU	MXP	2022-09-29 18:50:00	2022-09-29 16:50:00	2022-09-29 20:20:00	2022-09-29 18:20:00	Italy	Belgium	CITY	BENL-FRIT	189	Departed
9036724	FR	9271	STN	EIN	2022-09-27 06:45:00	2022-09-27 05:45:00	2022-09-27 08:50:00	2022-09-27 06:50:00	Netherlands	United Kingdom	CITY	LON CITY MULTI	189	Departed
9811532	FR	9077	RHO	MAN	2022-07-10 20:40:00	2022-07-10 17:40:00	2022-07-10 23:05:00	2022-07-10 22:05:00	United Kingdom	Greece	LEISURE	UK REG LEISURE	189	Departed
9109669	FR	2319	BTS	STN	2022-08-12 18:00:00	2022-08-12 16:00:00	2022-08-12 19:15:00	2022-08-12 18:15:00	United Kingdom	Slovakia	CITY	LON CITY MULTI	189	Cancelled
9827330	FR	7178	FCO	VIE	2022-04-01 06:05:00	2022-04-01 04:05:00	2022-04-01 07:45:00	2022-04-01 05:45:00	Austria	Italy	CITY	EAST-ESFRIT	189	Departed
10092986	FR	9217	AHO	FMM	2022-06-19 16:20:00	2022-06-19 14:20:00	2022-06-19 17:55:00	2022-06-19 15:55:00	Germany	Italy	LEISURE	DE LEISURE	189	Departed
9075106	FR	1792	LUX	LIS	2022-06-14 10:15:00	2022-06-14 08:15:00	2022-06-14 12:05:00	2022-06-14 11:05:00	Portugal	Luxembourg	CITY	BENL-ESPT	189	Departed
9034386	FR	3186	MAD	MAN	2022-06-09 08:15:00	2022-06-09 06:15:00	2022-06-09 09:45:00	2022-06-09 08:45:00	United Kingdom	Spain	CITY	UK REG CITY	189	Departed
9490876	FR	3087	BOD	MAN	2022-06-01 14:40:00	2022-06-01 12:40:00	2022-06-01 15:25:00	2022-06-01 14:25:00	United Kingdom	France	CITY	UK REG CITY	189	Departed
9037004	FR	3131	STN	PFO	2022-06-24 17:40:00	2022-06-24 16:40:00	2022-06-25 00:05:00	2022-06-24 21:05:00	Cyprus	United Kingdom	LEISURE	LON LEISURE	189	Departed
9051695	FR	5178	STN	BLL	2022-06-21 19:55:00	2022-06-21 18:55:00	2022-06-21 22:20:00	2022-06-21 20:20:00	Denmark	United Kingdom	CITY	LON CITY MULTI	189	Departed
9770640	FR	1757	VLC	EMA	2022-07-23 22:25:00	2022-07-23 20:25:00	2022-07-23 23:55:00	2022-07-23 22:55:00	United Kingdom	Spain	LEISURE	UK REG LEISURE	189	Departed
9163911	FR	4195	BGY	STN	2022-08-08 20:50:00	2022-08-08 18:50:00	2022-08-08 21:50:00	2022-08-08 20:50:00	United Kingdom	Italy	CITY	LON CITY MULTI	189	Departed
9075666	FR	7474	OPO	BVA	2022-09-24 18:55:00	2022-09-24 17:55:00	2022-09-24 22:00:00	2022-09-24 20:00:00	France	Portugal	CITY	ESPT-FR	189	Departed
10077332	FR	1878	FMM	SKG	2022-07-21 06:15:00	2022-07-21 04:15:00	2022-07-21 09:25:00	2022-07-21 06:25:00	Greece	Germany	LEISURE	DE LEISURE	189	Departed
9863132	FR	7910	NUE	CHQ	2022-07-19 09:10:00	2022-07-19 07:10:00	2022-07-19 13:00:00	2022-07-19 10:00:00	Greece	Germany	LEISURE	DE LEISURE	189	Departed
8980459	FR	8975	ALC	STN	2022-05-31 20:30:00	2022-05-31 18:30:00	2022-05-31 22:10:00	2022-05-31 21:10:00	United Kingdom	Spain	LEISURE	LON LEISURE	197	Departed
9682696	FR	5919	PMO	BRI	2022-07-17 06:45:00	2022-07-17 04:45:00	2022-07-17 07:50:00	2022-07-17 05:50:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
8955227	FR	7208	CGN	PMI	2022-08-15 13:45:00	2022-08-15 11:45:00	2022-08-15 16:00:00	2022-08-15 14:00:00	Spain	Germany	LEISURE	DE LEISURE	180	Departed
9568533	FR	46	DUB	CRL	2022-07-06 13:25:00	2022-07-06 12:25:00	2022-07-06 16:00:00	2022-07-06 14:00:00	Belgium	Ireland	CITY	IE CITY	189	Departed
9430868	FR	7375	PMI	NOC	2022-04-01 07:00:00	2022-04-01 05:00:00	2022-04-01 08:55:00	2022-04-01 07:55:00	Ireland	Spain	LEISURE	IE LEISURE	180	Departed
9196316	FR	8495	BGY	BDS	2022-09-23 21:05:00	2022-09-23 19:05:00	2022-09-23 22:40:00	2022-09-23 20:40:00	Italy	Italy	DOMESTIC	MIL DOM	189	Departed
10118784	FR	4759	SZZ	WMI	2022-06-29 14:30:00	2022-06-29 12:30:00	2022-06-29 15:40:00	2022-06-29 13:40:00	Poland	Poland	DOMESTIC	OTHER DOM	189	Departed
10131783	FR	8226	AHO	BTS	2022-07-22 13:40:00	2022-07-22 11:40:00	2022-07-22 15:35:00	2022-07-22 13:35:00	Slovakia	Italy	LEISURE	CE EUR LEISURE	189	Departed
9197489	FR	6995	MXP	BRI	2022-06-21 09:00:00	2022-06-21 07:00:00	2022-06-21 10:35:00	2022-06-21 08:35:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
8973245	FR	3186	MAD	MAN	2022-08-29 07:25:00	2022-08-29 05:25:00	2022-08-29 08:55:00	2022-08-29 07:55:00	United Kingdom	Spain	CITY	UK REG CITY	189	
8964712	FR	1905	STN	BRI	2022-08-11 17:10:00	2022-08-11 16:10:00	2022-08-11 21:10:00	2022-08-11 19:10:00	Italy	United Kingdom	CITY	LON CITY	197	Departed
9763290	FR	5231	IBZ	SVQ	2022-07-25 12:40:00	2022-07-25 10:40:00	2022-07-25 14:00:00	2022-07-25 12:00:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
8949961	FR	5375	BLQ	MAD	2022-06-16 14:35:00	2022-06-16 12:35:00	2022-06-16 17:00:00	2022-06-16 15:00:00	Spain	Italy	CITY	ESPT-IT	189	Departed
9061138	FR	2645	RIX	STN	2022-07-28 22:20:00	2022-07-28 19:20:00	2022-07-28 23:05:00	2022-07-28 22:05:00	United Kingdom	Latvia	CITY	LON CITY MULTI	189	Departed
9036960	FR	2916	PMI	BRU	2022-05-09 18:35:00	2022-05-09 16:35:00	2022-05-09 20:55:00	2022-05-09 18:55:00	Belgium	Spain	LEISURE	BENLFR LEISURE	189	Cancelled
9660213	FR	7170	MAH	NAP	2022-08-14 15:25:00	2022-08-14 13:25:00	2022-08-14 17:05:00	2022-08-14 15:05:00	Italy	Spain	LEISURE	S EUR LEISURE	189	Departed
9136331	FR	227	PMI	BER	2022-06-14 09:20:00	2022-06-14 07:20:00	2022-06-14 12:05:00	2022-06-14 10:05:00	Germany	Spain	LEISURE	DE LEISURE	189	Departed
9431207	FR	8554	CDT	STN	2022-06-02 18:20:00	2022-06-02 16:20:00	2022-06-02 19:35:00	2022-06-02 18:35:00	United Kingdom	Spain	LEISURE	LON LEISURE	189	Departed
8994729	FR	7133	FAO	DUB	2022-09-10 10:00:00	2022-09-10 09:00:00	2022-09-10 12:50:00	2022-09-10 11:50:00	Ireland	Portugal	LEISURE	IE LEISURE	189	Departed
9726733	FR	9079	LBA	ALC	2022-05-17 10:20:00	2022-05-17 09:20:00	2022-05-17 14:05:00	2022-05-17 12:05:00	Spain	United Kingdom	LEISURE	UK REG LEISURE	189	Departed
9711868	FR	848	VCE	MAD	2022-04-02 10:15:00	2022-04-02 08:15:00	2022-04-02 12:50:00	2022-04-02 10:50:00	Spain	Italy	CITY	ESPT-IT	189	Departed
9610050	FR	7391	VIE	HER	2022-07-05 08:20:00	2022-07-05 06:20:00	2022-07-05 11:45:00	2022-07-05 08:45:00	Greece	Austria	LEISURE	CE EUR LEISURE	180	Departed
9498419	FR	9993	MLA	PSA	2022-06-28 18:10:00	2022-06-28 16:10:00	2022-06-28 19:50:00	2022-06-28 17:50:00	Italy	Malta	LEISURE	S EUR LEISURE	189	Departed
9880723	FR	9312	GOA	SUF	2022-07-10 08:35:00	2022-07-10 06:35:00	2022-07-10 10:05:00	2022-07-10 08:05:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
8999458	FR	4052	MAN	FAO	2022-05-02 20:30:00	2022-05-02 19:30:00	2022-05-02 23:20:00	2022-05-02 22:20:00	Portugal	United Kingdom	LEISURE	UK REG LEISURE	189	Departed
8938491	FR	2012	LPA	MAD	2022-04-21 20:35:00	2022-04-21 19:35:00	2022-04-22 00:20:00	2022-04-21 22:20:00	Spain	Spain	DOMESTIC	ES CANARY	189	Departed
9573390	FR	5449	NTE	SVQ	2022-07-06 19:05:00	2022-07-06 17:05:00	2022-07-06 21:00:00	2022-07-06 19:00:00	Spain	France	CITY	ESPT-FR	189	Departed
9811715	FR	8457	ZAD	LPL	2022-05-22 17:30:00	2022-05-22 15:30:00	2022-05-22 19:05:00	2022-05-22 18:05:00	United Kingdom	Croatia	LEISURE	UK REG LEISURE	180	Cancelled
9809363	FR	8986	SCQ	FMM	2022-04-21 19:15:00	2022-04-21 17:15:00	2022-04-21 21:50:00	2022-04-21 19:50:00	Germany	Spain	LEISURE	DE LEISURE	189	Departed
9414692	FR	3267	ALC	LIS	2022-06-21 10:00:00	2022-06-21 08:00:00	2022-06-21 10:40:00	2022-06-21 09:40:00	Portugal	Spain	DOMESTIC	ESPT DOM	189	Cancelled
9395413	FR	2797	EXT	ALC	2022-04-26 19:45:00	2022-04-26 18:45:00	2022-04-26 23:05:00	2022-04-26 21:05:00	Spain	United Kingdom	LEISURE	UK REG LEISURE	189	Departed
9166764	FR	1270	BGY	ATH	2022-06-15 19:15:00	2022-06-15 17:15:00	2022-06-15 22:35:00	2022-06-15 19:35:00	Greece	Italy	CITY	GREECE EURO CITY	189	Departed
9619332	FR	9021	ATH	WMI	2022-08-22 11:20:00	2022-08-22 08:20:00	2022-08-22 12:55:00	2022-08-22 10:55:00	Poland	Greece	CITY	GREECE EURO CITY	189	Cancelled
9698023	FR	1484	VIE	VCE	2022-06-13 19:25:00	2022-06-13 17:25:00	2022-06-13 20:35:00	2022-06-13 18:35:00	Italy	Austria	CITY	EAST-ESFRIT	180	Departed
9093468	FR	799	VCE	STN	2022-07-05 21:40:00	2022-07-05 19:40:00	2022-07-05 22:50:00	2022-07-05 21:50:00	United Kingdom	Italy	CITY	LON CITY MULTI	189	Departed
9501577	FR	9	MXP	BER	2022-04-22 20:35:00	2022-04-22 18:35:00	2022-04-22 22:20:00	2022-04-22 20:20:00	Germany	Italy	CITY	DE-FRITIE	189	Departed
9791878	FR	1257	ZAD	TRN	2022-05-20 12:50:00	2022-05-20 10:50:00	2022-05-20 14:15:00	2022-05-20 12:15:00	Italy	Croatia	LEISURE	S EUR LEISURE	180	Cancelled
9104374	FR	500	VIE	PMI	2022-04-18 16:40:00	2022-04-18 14:40:00	2022-04-18 19:05:00	2022-04-18 17:05:00	Spain	Austria	LEISURE	DE LEISURE	180	Departed
9663599	FR	3246	NAP	ZTH	2022-08-18 06:30:00	2022-08-18 04:30:00	2022-08-18 08:50:00	2022-08-18 05:50:00	Greece	Italy	LEISURE	S EUR LEISURE	197	Cancelled
9742082	FR	4320	NAP	CTA	2022-09-02 20:40:00	2022-09-02 18:40:00	2022-09-02 21:45:00	2022-09-02 19:45:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
9602574	FR	1041	CIA	ZAD	2022-08-04 14:55:00	2022-08-04 12:55:00	2022-08-04 15:55:00	2022-08-04 13:55:00	Croatia	Italy	LEISURE	S EUR LEISURE	180	Cancelled
9771250	FR	7608	STN	CHQ	2022-08-26 07:15:00	2022-08-26 06:15:00	2022-08-26 13:05:00	2022-08-26 10:05:00	Greece	United Kingdom	LEISURE	LON LEISURE	189	Cancelled
9141389	FR	8663	PMI	CGN	2022-05-06 19:30:00	2022-05-06 17:30:00	2022-05-06 21:50:00	2022-05-06 19:50:00	Germany	Spain	LEISURE	DE LEISURE	189	Departed
10119375	FR	4629	CRL	ARN	2022-09-06 12:55:00	2022-09-06 10:55:00	2022-09-06 15:10:00	2022-09-06 13:10:00	Sweden	Belgium	CITY	SCAN N EUR	197	Departed
9828454	FR	8330	PRG	FCO	2022-06-04 10:50:00	2022-06-04 08:50:00	2022-06-04 12:30:00	2022-06-04 10:30:00	Italy	Czech Republic	CITY	EAST-ESFRIT	189	Departed
10089157	FR	8936	BRI	CRL	2022-05-16 16:35:00	2022-05-16 14:35:00	2022-05-16 18:55:00	2022-05-16 16:55:00	Belgium	Italy	LEISURE	BENLFR LEISURE	189	Departed
9430175	FR	1989	OPO	TLS	2022-04-28 19:45:00	2022-04-28 18:45:00	2022-04-28 22:25:00	2022-04-28 20:25:00	France	Portugal	CITY	ESPT-FR	189	Departed
9204455	FR	4667	BGY	BRI	2022-04-19 21:40:00	2022-04-19 19:40:00	2022-04-19 23:05:00	2022-04-19 21:05:00	Italy	Italy	DOMESTIC	MIL DOM	197	Departed
9021731	FR	2916	PMI	BRU	2022-05-24 15:50:00	2022-05-24 13:50:00	2022-05-24 18:10:00	2022-05-24 16:10:00	Belgium	Spain	LEISURE	BENLFR LEISURE	189	Departed
8941335	FR	6363	PMI	BCN	2022-09-22 06:25:00	2022-09-22 04:25:00	2022-09-22 07:20:00	2022-09-22 05:20:00	Spain	Spain	DOMESTIC	BCNMAD DOM	189	Departed
9556448	FR	2635	ZAZ	STN	2022-08-20 10:20:00	2022-08-20 08:20:00	2022-08-20 11:25:00	2022-08-20 10:25:00	United Kingdom	Spain	CITY	LON CITY	189	Departed
9826972	FR	1066	CHQ	CIA	2022-08-18 21:35:00	2022-08-18 18:35:00	2022-08-18 22:50:00	2022-08-18 20:50:00	Italy	Greece	LEISURE	S EUR LEISURE	189	Cancelled
9083924	FR	7249	PMI	FMO	2022-08-09 18:50:00	2022-08-09 16:50:00	2022-08-09 21:20:00	2022-08-09 19:20:00	Germany	Spain	LEISURE	DE LEISURE	189	Departed
9712590	FR	3758	LWO	TSF	2022-07-18 13:40:00	2022-07-18 10:40:00	2022-07-18 14:30:00	2022-07-18 12:30:00	Italy	Ukraine	CITY	EAST-ESFRIT	189	Cancelled
9172826	FR	1444	MXP	VLC	2022-09-07 10:35:00	2022-09-07 08:35:00	2022-09-07 12:30:00	2022-09-07 10:30:00	Spain	Italy	CITY	ESPT-IT	189	Departed
9046527	FR	15	STN	ATH	2022-09-29 17:20:00	2022-09-29 16:20:00	2022-09-29 22:50:00	2022-09-29 19:50:00	Greece	United Kingdom	CITY	LON CITY MULTI	189	Departed
9176547	FR	3014	STN	CIA	2022-05-04 14:25:00	2022-05-04 13:25:00	2022-05-04 17:45:00	2022-05-04 15:45:00	Italy	United Kingdom	CITY	LON CITY MULTI	189	Departed
10113468	FR	2325	LBA	GRO	2022-07-27 15:45:00	2022-07-27 14:45:00	2022-07-27 19:05:00	2022-07-27 17:05:00	Spain	United Kingdom	LEISURE	UK REG LEISURE	189	Departed
9872531	FR	3437	BGY	SOF	2022-04-01 20:10:00	2022-04-01 18:10:00	2022-04-01 23:05:00	2022-04-01 20:05:00	Bulgaria	Italy	CITY	EAST-ESFRIT	197	
9514830	FR	788	BLQ	EIN	2022-05-03 10:30:00	2022-05-03 08:30:00	2022-05-03 12:15:00	2022-05-03 10:15:00	Netherlands	Italy	CITY	BENL-FRIT	189	Cancelled
9000636	FR	7328	DUB	LIS	2022-09-23 06:50:00	2022-09-23 05:50:00	2022-09-23 09:30:00	2022-09-23 08:30:00	Portugal	Ireland	CITY	IE CITY	189	Departed
9219778	FR	6937	SUF	PSA	2022-07-26 08:00:00	2022-07-26 06:00:00	2022-07-26 09:25:00	2022-07-26 07:25:00	Italy	Italy	DOMESTIC	IT DOM	189	Departed
10111746	FR	9689	ALC	SCQ	2022-07-17 08:25:00	2022-07-17 06:25:00	2022-07-17 10:05:00	2022-07-17 08:05:00	Spain	Spain	DOMESTIC	ESPT DOM	189	Departed
9170062	FR	3898	BGY	WMI	2022-08-12 19:35:00	2022-08-12 17:35:00	2022-08-12 21:35:00	2022-08-12 19:35:00	Poland	Italy	CITY	EAST-ESFRIT	189	Cancelled
9681211	FR	7980	BGY	CIY	2022-08-17 10:25:00	2022-08-17 08:25:00	2022-08-17 12:20:00	2022-08-17 10:20:00	Italy	Italy	DOMESTIC	MIL DOM	189	Cancelled
9607985	FR	9482	VIE	BRI	2022-09-14 14:10:00	2022-09-14 12:10:00	2022-09-14 15:40:00	2022-09-14 13:40:00	Italy	Austria	LEISURE	CE EUR LEISURE	180	Departed
9659222	FR	5537	BGY	VIT	2022-07-24 12:25:00	2022-07-24 10:25:00	2022-07-24 14:25:00	2022-07-24 12:25:00	Spain	Italy	CITY	ESPT-IT	189	Cancelled
8995583	FR	6365	BCN	BGY	2022-09-15 20:15:00	2022-09-15 18:15:00	2022-09-15 21:55:00	2022-09-15 19:55:00	Italy	Spain	CITY	ESPT-IT	189	Departed
9171069	FR	8709	BVA	BRI	2022-07-26 17:15:00	2022-07-26 15:15:00	2022-07-26 19:30:00	2022-07-26 17:30:00	Italy	France	LEISURE	BENLFR LEISURE	189	Departed
10138435	FR	9975	SKG	BLQ	2022-05-03 23:55:00	2022-05-03 20:55:00	2022-05-04 00:50:00	2022-05-03 22:50:00	Italy	Greece	CITY	GREECE EURO CITY	197	Departed
8993691	FR	6446	CRL	SKG	2022-06-08 11:50:00	2022-06-08 09:50:00	2022-06-08 15:35:00	2022-06-08 12:35:00	Greece	Belgium	CITY	GREECE EURO CITY	189	Departed
10122859	FR	3535	AGP	NAP	2022-06-23 17:40:00	2022-06-23 15:40:00	2022-06-23 20:15:00	2022-06-23 18:15:00	Italy	Spain	LEISURE	S EUR LEISURE	189	Departed
9856123	FR	6833	EIN	NAP	2022-07-21 12:20:00	2022-07-21 10:20:00	2022-07-21 14:35:00	2022-07-21 12:35:00	Italy	Netherlands	LEISURE	BENLFR LEISURE	189	Departed
9187732	FR	5493	MAD	BGY	2022-09-25 08:50:00	2022-09-25 06:50:00	2022-09-25 11:00:00	2022-09-25 09:00:00	Italy	Spain	CITY	ESPT-IT	189	Departed
8928031	FR	9814	STN	BCN	2022-06-04 20:35:00	2022-06-04 19:35:00	2022-06-04 23:45:00	2022-06-04 21:45:00	Spain	United Kingdom	CITY	LON CITY MULTI	189	Departed
10130302	FR	9053	CRL	ALC	2022-09-01 20:15:00	2022-09-01 18:15:00	2022-09-01 22:40:00	2022-09-01 20:40:00	Spain	Belgium	LEISURE	BENLFR LEISURE	189	Departed
8988890	FR	967	GOT	STN	2022-04-10 10:35:00	2022-04-10 08:35:00	2022-04-10 11:30:00	2022-04-10 10:30:00	United Kingdom	Sweden	CITY	LON CITY MULTI	189	Cancelled
9585993	FR	4266	DUB	VRN	2022-09-16 13:25:00	2022-09-16 12:25:00	2022-09-16 16:55:00	2022-09-16 14:55:00	Italy	Ireland	LEISURE	IE LEISURE	189	Departed
